delivery_id,order_id,driver_id,vehicle_id,assigned_date,actual_delivery_date,status,delivery_attempt,distance_km,delivery_duration_min
DLV00001865,DLVORD00001342,DRV00002,VEH0010,2022-05-21,2022-05-27,Delivered,2,29.24,33
DLV00001866,DLVORD00001668,DRV00036,VEH0009,2023-12-11,2023-12-15,Delivered,1,27.54,79
DLV00001867,DLVORD00001945,DRV00013,VEH0001,2023-07-17,2023-07-17,Delivered,1,12.53,30
DLV00001868,DLVORD00002788,DRV00040,VEH0013,2024-09-22,2024-09-24,Delivered,1,11.42,50
DLV00001869,DLVORD00002388,DRV00042,VEH0010,2024-09-07,,Pending,1,28.93,35
DLV00001870,DLVORD00000159,DRV00076,VEH0019,2024-12-09,2024-12-09,Delivered,1,10.01,48
DLV00001871,DLVORD00000888,DRV00049,VEH0029,2024-07-21,2024-07-26,Delivered,1,12.56,23
DLV00001872,DLVORD00002126,DRV00037,VEH0007,2024-01-29,2024-01-29,Delivered,1,13.66,11
DLV00001873,DLVORD00002846,DRV00016,VEH0017,2024-08-23,,Pending,1,17.08,42
DLV00001874,DLVORD00002526,DRV00002,VEH0003,2024-03-26,,Pending,1,28.7,61
DLV00001875,DLVORD00002894,DRV00011,VEH0030,2023-10-08,2023-10-09,Delivered,1,23.65,38
DLV00001876,DLVORD00001437,DRV00063,VEH0004,2023-06-15,,Failed,1,2.86,31
DLV00001877,DLVORD00001815,DRV00038,VEH0022,2022-09-27,2022-09-28,Delivered,1,23.54,38
DLV00001878,DLVORD00002040,DRV00033,VEH0014,2023-04-16,,Rescheduled,2,16.41,36
DLV00001879,DLVORD00001687,DRV00067,VEH0041,2023-01-29,,Pending,1,19.18,48
DLV00001880,DLVORD00002307,DRV00071,VEH0015,2024-09-03,2024-09-03,Delivered,1,12.77,50
DLV00001881,DLVORD00000066,DRV00025,VEH0023,2023-09-20,,Rescheduled,1,27.67,9
DLV00001882,DLVORD00000783,DRV00026,VEH0038,2023-11-14,2023-11-15,Delivered,1,24.82,27
DLV00001883,DLVORD00002801,DRV00032,VEH0033,2024-11-28,2024-11-28,Delivered,1,28.31,80
DLV00001884,DLVORD00002640,DRV00054,VEH0009,2024-11-11,2024-11-13,Delivered,1,29.94,28
DLV00001885,DLVORD00002409,DRV00046,VEH0012,2024-02-25,2024-02-25,Delivered,1,10.84,68
DLV00001886,DLVORD00002457,DRV00063,VEH0019,2022-08-28,2022-08-28,Delivered,1,28.6,14
DLV00001887,DLVORD00000612,DRV00015,VEH0011,2024-05-01,2024-05-06,Delivered,1,9.27,15
DLV00001888,DLVORD00000383,DRV00061,VEH0009,2022-06-19,2022-06-23,Delivered,1,4.85,84
DLV00001889,DLVORD00001577,DRV00012,VEH0012,2024-01-19,2024-01-23,Delivered,1,13.0,20
DLV00001890,DLVORD00001570,DRV00056,VEH0042,2024-02-09,2024-02-09,Delivered,1,21.19,71
DLV00001891,DLVORD00001443,DRV00071,VEH0008,2024-11-18,,Rescheduled,1,26.65,75
DLV00001892,DLVORD00002306,DRV00053,VEH0008,2024-09-23,2024-09-23,Delivered,1,10.26,78
DLV00001893,DLVORD00000148,DRV00016,VEH0013,2022-03-05,,Rescheduled,1,29.78,29
DLV00001894,DLVORD00002832,DRV00074,VEH0032,2023-09-06,2023-09-10,Delivered,1,7.3,41
DLV00001895,DLVORD00001267,DRV00012,VEH0037,2024-02-27,2024-02-27,Delivered,1,14.58,68
DLV00001896,DLVORD00000080,DRV00030,VEH0025,2023-02-27,2023-02-27,Delivered,1,26.78,7
DLV00001897,DLVORD00001876,DRV00070,VEH0017,2024-08-06,2024-08-06,Delivered,3,28.15,43
DLV00001898,DLVORD00000936,DRV00040,VEH0021,2023-02-13,2023-02-13,Delivered,2,12.2,8
DLV00001899,DLVORD00001439,DRV00068,VEH0004,2024-12-13,,Rescheduled,1,11.84,7
DLV00001900,DLVORD00000094,DRV00033,VEH0028,2023-11-03,2023-11-03,Delivered,1,7.32,45
DLV00001901,DLVORD00000520,DRV00036,VEH0038,2024-10-16,2024-10-23,Delivered,1,24.86,39
DLV00001902,DLVORD00001420,DRV00056,VEH0049,2023-02-24,2023-02-24,Delivered,1,18.06,74
DLV00001903,DLVORD00001529,DRV00071,VEH0044,2023-10-24,,Pending,1,3.6,63
DLV00001904,DLVORD00002510,DRV00060,VEH0025,2024-03-22,2024-03-23,Delivered,1,25.18,11
DLV00001905,DLVORD00002568,DRV00060,VEH0019,2023-09-12,2023-09-12,Delivered,1,29.15,24
DLV00001906,DLVORD00001395,DRV00079,VEH0024,2023-08-06,2023-08-07,Delivered,1,12.52,87
DLV00001907,DLVORD00002044,DRV00011,VEH0004,2024-02-26,2024-02-26,Delivered,1,23.38,82
DLV00001908,DLVORD00001655,DRV00005,VEH0039,2023-04-26,2023-04-26,Delivered,1,17.72,60
DLV00001909,DLVORD00001564,DRV00043,VEH0012,2024-06-24,2024-06-24,Delivered,1,29.81,48
DLV00001910,DLVORD00000756,DRV00027,VEH0016,2024-05-03,2024-05-06,Delivered,1,9.51,6
DLV00001911,DLVORD00000840,DRV00023,VEH0004,2023-03-17,2023-03-17,Delivered,1,14.35,15
DLV00001912,DLVORD00002208,DRV00009,VEH0039,2024-08-30,2024-09-07,Delivered,1,27.39,36
DLV00001913,DLVORD00000785,DRV00074,VEH0025,2022-02-21,2022-02-25,Delivered,1,17.05,73
DLV00001914,DLVORD00001861,DRV00038,VEH0010,2023-11-27,2023-11-27,Delivered,1,17.73,42
DLV00001915,DLVORD00000291,DRV00053,VEH0032,2023-08-02,2023-08-02,Delivered,1,9.63,78
DLV00001916,DLVORD00002799,DRV00035,VEH0043,2024-03-02,2024-03-02,Delivered,1,25.2,7
DLV00001917,DLVORD00001699,DRV00020,VEH0023,2022-09-05,2022-09-05,Delivered,1,5.57,82
DLV00001918,DLVORD00001943,DRV00054,VEH0019,2023-10-24,,Pending,1,6.19,80
DLV00001919,DLVORD00002849,DRV00031,VEH0043,2023-03-03,2023-03-04,Delivered,1,18.18,72
DLV00001920,DLVORD00001981,DRV00003,VEH0039,2023-02-21,2023-02-21,Delivered,2,13.6,24
DLV00001921,DLVORD00002159,DRV00068,VEH0018,2023-09-26,2023-09-26,Delivered,1,12.04,67
DLV00001922,DLVORD00000581,DRV00075,VEH0015,2024-10-12,,Rescheduled,1,3.15,58
DLV00001923,DLVORD00000357,DRV00002,VEH0011,2024-07-04,2024-07-08,Delivered,1,11.55,14
DLV00001924,DLVORD00001403,DRV00046,VEH0030,2022-07-26,2022-07-27,Delivered,1,13.8,83
DLV00001925,DLVORD00002950,DRV00038,VEH0034,2023-12-09,2023-12-09,Delivered,1,6.04,76
DLV00001926,DLVORD00001641,DRV00048,VEH0038,2023-05-06,,Pending,1,23.45,22
DLV00001927,DLVORD00001602,DRV00077,VEH0036,2023-12-23,2023-12-24,Delivered,2,17.48,81
DLV00001928,DLVORD00002315,DRV00032,VEH0028,2023-09-03,2023-09-04,Delivered,1,18.22,14
DLV00001929,DLVORD00001780,DRV00057,VEH0050,2024-01-06,,Rescheduled,1,2.17,74
DLV00001930,DLVORD00002480,DRV00011,VEH0030,2024-03-04,,Pending,1,23.8,81
DLV00001931,DLVORD00002101,DRV00025,VEH0030,2022-12-25,2022-12-25,Delivered,1,8.28,68
DLV00001932,DLVORD00000582,DRV00015,VEH0023,2024-07-02,,Rescheduled,1,8.29,70
DLV00001933,DLVORD00002416,DRV00023,VEH0032,2024-10-09,2024-10-09,Delivered,1,9.14,20
DLV00001934,DLVORD00002380,DRV00040,VEH0021,2022-01-21,2022-01-30,Delivered,1,24.93,7
DLV00001935,DLVORD00002947,DRV00060,VEH0013,2024-08-01,2024-08-01,Delivered,1,13.78,57
DLV00001936,DLVORD00000386,DRV00013,VEH0041,2023-09-08,2023-09-08,Delivered,1,5.37,75
DLV00001937,DLVORD00001428,DRV00022,VEH0030,2023-12-10,,Pending,1,26.79,46
DLV00001938,DLVORD00000551,DRV00073,VEH0031,2023-11-13,2023-11-23,Delivered,1,8.02,32
DLV00001939,DLVORD00001803,DRV00075,VEH0022,2023-03-30,2023-03-30,Delivered,1,2.64,24
DLV00001940,DLVORD00001309,DRV00028,VEH0024,2024-05-22,2024-05-22,Delivered,1,21.42,42
DLV00001941,DLVORD00001453,DRV00052,VEH0011,2023-07-23,2023-07-26,Delivered,1,26.51,75
DLV00001942,DLVORD00002780,DRV00014,VEH0044,2022-06-14,2022-06-14,Delivered,1,14.63,21
DLV00001943,DLVORD00001868,DRV00065,VEH0015,2024-12-07,,Rescheduled,1,16.51,42
DLV00001944,DLVORD00002188,DRV00040,VEH0026,2022-10-12,2022-10-12,Delivered,1,18.21,19
DLV00001945,DLVORD00000845,DRV00029,VEH0007,2022-02-20,2022-02-20,Delivered,1,3.23,72
DLV00001946,DLVORD00001124,DRV00007,VEH0050,2024-06-14,,Pending,1,22.82,75
DLV00001947,DLVORD00001301,DRV00040,VEH0013,2022-05-14,,Pending,1,24.17,76
DLV00001948,DLVORD00000617,DRV00079,VEH0043,2023-01-14,2023-01-14,Delivered,1,4.52,89
DLV00001949,DLVORD00002065,DRV00028,VEH0021,2022-06-17,2022-06-23,Delivered,1,6.86,23
DLV00001950,DLVORD00002160,DRV00065,VEH0050,2022-09-11,2022-09-13,Delivered,1,19.96,12
DLV00001951,DLVORD00000669,DRV00016,VEH0043,2024-06-02,2024-06-11,Delivered,1,28.04,45
DLV00001952,DLVORD00002289,DRV00011,VEH0029,2022-02-25,,Pending,1,27.43,64
DLV00001953,DLVORD00002945,DRV00014,VEH0032,2022-10-06,2022-10-06,Delivered,1,4.82,17
DLV00001954,DLVORD00001383,DRV00065,VEH0047,2024-07-08,,Pending,1,26.29,82
DLV00001955,DLVORD00000258,DRV00073,VEH0048,2024-04-28,,Pending,2,15.56,37
DLV00001956,DLVORD00002734,DRV00037,VEH0033,2022-10-27,2022-10-27,Delivered,1,23.24,39
DLV00001957,DLVORD00002306,DRV00007,VEH0014,2024-09-22,,Pending,1,19.14,27
DLV00001958,DLVORD00000325,DRV00078,VEH0024,2024-04-17,2024-04-21,Delivered,1,25.68,40
DLV00001959,DLVORD00000780,DRV00039,VEH0026,2023-11-12,2023-11-12,Delivered,1,14.46,84
DLV00001960,DLVORD00000214,DRV00013,VEH0003,2024-12-15,,Rescheduled,1,23.83,90
DLV00001961,DLVORD00002387,DRV00050,VEH0009,2023-07-02,2023-07-02,Delivered,1,14.5,22
DLV00001962,DLVORD00001609,DRV00046,VEH0034,2023-04-17,2023-04-17,Delivered,1,17.43,23
DLV00001963,DLVORD00000709,DRV00022,VEH0028,2023-12-07,2023-12-07,Delivered,1,16.16,67
DLV00001964,DLVORD00002131,DRV00030,VEH0028,2024-06-10,2024-06-15,Delivered,1,18.95,30
DLV00001965,DLVORD00000965,DRV00004,VEH0041,2024-06-27,2024-07-03,Delivered,1,18.43,82
DLV00001966,DLVORD00002667,DRV00067,VEH0019,2023-12-12,,Rescheduled,1,3.32,38
DLV00001967,DLVORD00001582,DRV00022,VEH0002,2024-04-28,,Failed,1,9.91,21
DLV00001968,DLVORD00002610,DRV00015,VEH0022,2024-03-10,2024-03-18,Delivered,1,19.01,43
DLV00001969,DLVORD00000326,DRV00056,VEH0048,2024-08-05,2024-08-16,Delivered,1,27.71,34
DLV00001970,DLVORD00002723,DRV00016,VEH0001,2024-05-03,,Failed,1,14.91,62
DLV00001971,DLVORD00001486,DRV00025,VEH0009,2024-08-24,2024-09-08,Delivered,2,15.35,30
DLV00001972,DLVORD00001467,DRV00046,VEH0036,2023-12-06,2023-12-06,Delivered,1,25.12,80
DLV00001973,DLVORD00002837,DRV00004,VEH0036,2023-04-22,2023-04-22,Delivered,1,2.3,63
DLV00001974,DLVORD00002901,DRV00038,VEH0038,2023-07-07,2023-07-11,Delivered,1,1.87,48
DLV00001975,DLVORD00002507,DRV00080,VEH0005,2024-08-17,2024-08-17,Delivered,1,9.94,81
DLV00001976,DLVORD00000575,DRV00030,VEH0046,2024-08-15,2024-08-15,Delivered,1,19.92,69
DLV00001977,DLVORD00000337,DRV00071,VEH0049,2023-05-24,,Pending,1,11.68,52
DLV00001978,DLVORD00000274,DRV00063,VEH0036,2023-09-06,2023-09-14,Delivered,1,5.34,83
DLV00001979,DLVORD00000842,DRV00002,VEH0001,2022-08-25,,Pending,1,11.29,15
DLV00001980,DLVORD00000262,DRV00011,VEH0033,2022-08-21,,Pending,1,16.76,67
DLV00001981,DLVORD00002694,DRV00056,VEH0009,2022-02-13,2022-02-21,Delivered,1,23.7,78
DLV00001982,DLVORD00002199,DRV00010,VEH0039,2024-12-30,2025-01-01,Delivered,1,16.18,30
DLV00001983,DLVORD00001948,DRV00001,VEH0016,2024-03-17,2024-03-23,Delivered,1,8.51,10
DLV00001984,DLVORD00001349,DRV00043,VEH0044,2024-04-11,,Pending,1,24.09,42
DLV00001985,DLVORD00000948,DRV00037,VEH0047,2023-01-28,2023-01-30,Delivered,1,22.53,41
DLV00001986,DLVORD00001015,DRV00067,VEH0026,2024-11-10,,Pending,1,18.22,11
DLV00001987,DLVORD00000350,DRV00060,VEH0023,2023-10-19,2023-10-27,Delivered,1,21.47,56
DLV00001988,DLVORD00000533,DRV00042,VEH0013,2022-07-19,2022-07-22,Delivered,1,10.61,80
DLV00001989,DLVORD00000678,DRV00059,VEH0003,2024-02-09,2024-02-09,Delivered,1,18.77,60
DLV00001990,DLVORD00002556,DRV00031,VEH0038,2024-11-22,2024-11-26,Delivered,1,22.23,5
DLV00001991,DLVORD00002149,DRV00070,VEH0026,2022-05-15,2022-05-15,Delivered,1,25.15,10
DLV00001992,DLVORD00000941,DRV00057,VEH0042,2023-09-28,2023-09-28,Delivered,1,17.2,62
DLV00001993,DLVORD00000318,DRV00062,VEH0026,2024-04-16,2024-04-21,Delivered,1,14.18,36
DLV00001994,DLVORD00001861,DRV00041,VEH0048,2023-11-29,,Pending,1,10.19,70
DLV00001995,DLVORD00001570,DRV00060,VEH0024,2024-02-10,2024-02-11,Delivered,1,25.48,74
DLV00001996,DLVORD00000357,DRV00013,VEH0031,2024-07-04,2024-07-06,Delivered,1,22.89,16
DLV00001997,DLVORD00002493,DRV00070,VEH0029,2022-04-19,2022-04-19,Delivered,1,14.23,90
DLV00001998,DLVORD00001352,DRV00039,VEH0038,2024-04-08,2024-04-10,Delivered,1,3.56,90
DLV00001999,DLVORD00000770,DRV00078,VEH0002,2024-07-24,2024-07-27,Delivered,2,24.56,45
DLV00002000,DLVORD00000236,DRV00031,VEH0011,2024-05-05,2024-05-05,Delivered,1,16.98,20
DLV00002001,DLVORD00002054,DRV00021,VEH0031,2023-10-18,2023-10-18,Delivered,1,22.4,23
DLV00002002,DLVORD00000880,DRV00022,VEH0035,2022-03-04,2022-03-05,Delivered,1,24.64,52
DLV00002003,DLVORD00000817,DRV00079,VEH0045,2023-03-21,,Rescheduled,1,10.1,54
DLV00002004,DLVORD00002914,DRV00052,VEH0011,2022-01-05,2022-01-06,Delivered,1,9.85,16
DLV00002005,DLVORD00001578,DRV00068,VEH0036,2023-09-10,2023-09-19,Delivered,1,3.15,22
DLV00002006,DLVORD00001421,DRV00029,VEH0035,2024-04-23,,Failed,1,13.91,66
DLV00002007,DLVORD00000584,DRV00022,VEH0011,2022-02-04,2022-02-06,Delivered,1,1.48,19
DLV00002008,DLVORD00002685,DRV00010,VEH0045,2023-03-12,,Rescheduled,1,24.09,49
DLV00002009,DLVORD00001309,DRV00049,VEH0023,2024-05-22,2024-05-23,Delivered,1,2.09,78
DLV00002010,DLVORD00001134,DRV00001,VEH0036,2024-05-27,2024-05-27,Delivered,1,10.35,17
DLV00002011,DLVORD00002135,DRV00065,VEH0049,2022-11-22,,Failed,2,2.7,14
DLV00002012,DLVORD00000890,DRV00036,VEH0006,2022-10-13,2022-10-13,Delivered,1,15.15,73
DLV00002013,DLVORD00000287,DRV00011,VEH0014,2024-04-30,2024-04-30,Delivered,1,27.73,14
DLV00002014,DLVORD00000122,DRV00063,VEH0043,2024-02-29,2024-02-29,Delivered,1,1.98,8
DLV00002015,DLVORD00000488,DRV00065,VEH0024,2024-07-29,2024-07-29,Delivered,1,11.37,47
DLV00002016,DLVORD00002679,DRV00077,VEH0010,2024-10-11,2024-10-15,Delivered,1,5.58,32
DLV00002017,DLVORD00000327,DRV00039,VEH0001,2024-02-06,2024-02-06,Delivered,1,12.68,49
DLV00002018,DLVORD00000372,DRV00042,VEH0044,2024-05-23,2024-05-23,Delivered,1,23.65,85
DLV00002019,DLVORD00002970,DRV00050,VEH0029,2023-06-18,,Pending,1,10.49,17
DLV00002020,DLVORD00002439,DRV00067,VEH0014,2024-11-04,2024-11-04,Delivered,1,2.42,48
DLV00002021,DLVORD00000583,DRV00074,VEH0028,2024-10-19,2024-10-19,Delivered,1,14.96,17
DLV00002022,DLVORD00002189,DRV00027,VEH0019,2022-07-17,2022-07-26,Delivered,1,19.66,77
DLV00002023,DLVORD00000113,DRV00040,VEH0047,2024-02-20,,Rescheduled,1,17.42,23
DLV00002024,DLVORD00001463,DRV00063,VEH0014,2023-10-15,,Pending,1,17.51,81
DLV00002025,DLVORD00001266,DRV00048,VEH0047,2024-11-09,,Rescheduled,1,9.28,83
DLV00002026,DLVORD00001644,DRV00061,VEH0026,2024-07-10,,Rescheduled,1,23.61,22
DLV00002027,DLVORD00000776,DRV00005,VEH0018,2023-06-08,2023-06-13,Delivered,1,9.91,34
DLV00002028,DLVORD00000090,DRV00054,VEH0037,2023-12-26,2023-12-26,Delivered,1,25.91,83
DLV00002029,DLVORD00002843,DRV00078,VEH0022,2024-08-19,,Pending,2,18.9,57
DLV00002030,DLVORD00001652,DRV00012,VEH0043,2024-10-05,2024-10-05,Delivered,1,27.02,85
DLV00002031,DLVORD00000317,DRV00041,VEH0032,2022-09-30,,Failed,1,27.29,64
DLV00002032,DLVORD00000426,DRV00039,VEH0005,2022-06-15,,Failed,1,7.32,34
DLV00002033,DLVORD00000636,DRV00050,VEH0045,2022-05-15,2022-05-15,Delivered,1,13.44,20
DLV00002034,DLVORD00002449,DRV00061,VEH0017,2023-03-02,2023-03-05,Delivered,1,16.39,59
DLV00002035,DLVORD00000545,DRV00021,VEH0006,2024-01-16,2024-01-19,Delivered,1,17.74,72
DLV00002036,DLVORD00002064,DRV00068,VEH0049,2022-08-18,2022-08-19,Delivered,1,13.03,72
DLV00002037,DLVORD00001660,DRV00014,VEH0030,2024-11-23,2024-11-26,Delivered,1,13.22,13
DLV00002038,DLVORD00002327,DRV00026,VEH0014,2023-05-17,2023-05-22,Delivered,1,13.74,15
DLV00002039,DLVORD00001015,DRV00060,VEH0038,2024-11-11,2024-11-11,Delivered,1,10.05,19
DLV00002040,DLVORD00001093,DRV00005,VEH0006,2024-05-15,2024-05-15,Delivered,1,16.87,73
DLV00002041,DLVORD00002547,DRV00039,VEH0024,2023-10-23,2023-10-23,Delivered,1,25.19,27
DLV00002042,DLVORD00001050,DRV00068,VEH0017,2022-01-15,,Rescheduled,1,2.52,51
DLV00002043,DLVORD00002918,DRV00048,VEH0044,2023-02-26,,Rescheduled,1,19.72,71
DLV00002044,DLVORD00000273,DRV00008,VEH0007,2024-03-01,,Pending,1,9.33,61
DLV00002045,DLVORD00000977,DRV00014,VEH0006,2023-05-14,,Rescheduled,1,17.06,27
DLV00002046,DLVORD00000118,DRV00042,VEH0019,2024-11-04,2024-11-07,Delivered,1,4.92,15
DLV00002047,DLVORD00000553,DRV00035,VEH0023,2024-10-26,2024-10-26,Delivered,1,23.4,34
DLV00002048,DLVORD00001278,DRV00042,VEH0047,2024-01-29,2024-02-01,Delivered,1,19.53,37
DLV00002049,DLVORD00000134,DRV00003,VEH0031,2023-09-05,2023-09-08,Delivered,1,10.79,79
DLV00002050,DLVORD00000510,DRV00002,VEH0040,2022-11-27,2022-11-27,Delivered,1,14.72,27
DLV00002051,DLVORD00001441,DRV00071,VEH0025,2024-09-12,2024-09-12,Delivered,1,7.15,33
DLV00002052,DLVORD00001948,DRV00055,VEH0036,2024-03-19,,Failed,1,20.07,63
DLV00002053,DLVORD00000221,DRV00080,VEH0036,2022-05-07,2022-05-07,Delivered,1,28.67,78
DLV00002054,DLVORD00000810,DRV00075,VEH0012,2024-04-05,,Rescheduled,1,18.58,18
DLV00002055,DLVORD00001376,DRV00077,VEH0041,2024-01-13,2024-01-13,Delivered,1,21.44,63
DLV00002056,DLVORD00002836,DRV00022,VEH0033,2023-01-03,2023-01-03,Delivered,1,17.01,63
DLV00002057,DLVORD00002117,DRV00061,VEH0007,2023-08-20,,Rescheduled,1,23.07,63
DLV00002058,DLVORD00001304,DRV00019,VEH0026,2022-11-01,,Failed,1,27.96,67
DLV00002059,DLVORD00002474,DRV00012,VEH0023,2024-12-02,,Failed,1,14.73,17
DLV00002060,DLVORD00001923,DRV00012,VEH0001,2023-11-08,2023-11-17,Delivered,1,8.87,6
DLV00002061,DLVORD00001727,DRV00044,VEH0025,2024-03-29,,Failed,1,14.83,18
DLV00002062,DLVORD00000500,DRV00026,VEH0007,2024-01-23,2024-01-30,Delivered,1,22.58,59
DLV00002063,DLVORD00002996,DRV00035,VEH0002,2023-08-09,2023-08-12,Delivered,1,10.35,64
DLV00002064,DLVORD00002732,DRV00056,VEH0036,2023-03-13,2023-03-19,Delivered,1,6.79,20
DLV00002065,DLVORD00001064,DRV00030,VEH0037,2022-01-12,2022-01-12,Delivered,1,29.77,16
DLV00002066,DLVORD00000923,DRV00053,VEH0043,2024-08-18,2024-08-19,Delivered,1,26.38,84
DLV00002067,DLVORD00002744,DRV00030,VEH0007,2024-06-12,2024-06-17,Delivered,1,29.55,67
DLV00002068,DLVORD00001190,DRV00034,VEH0039,2023-03-03,2023-03-05,Delivered,1,11.74,86
DLV00002069,DLVORD00001800,DRV00075,VEH0042,2022-03-13,,Rescheduled,1,10.61,59
DLV00002070,DLVORD00002045,DRV00077,VEH0007,2023-10-04,2023-10-04,Delivered,1,24.43,48
DLV00002071,DLVORD00000470,DRV00019,VEH0029,2024-07-11,,Failed,1,11.0,17
DLV00002072,DLVORD00001590,DRV00075,VEH0046,2023-02-24,2023-02-24,Delivered,1,7.0,32
DLV00002073,DLVORD00000041,DRV00002,VEH0006,2023-11-05,2023-11-05,Delivered,1,16.08,53
DLV00002074,DLVORD00002921,DRV00020,VEH0023,2024-05-30,2024-06-01,Delivered,1,25.98,5
DLV00002075,DLVORD00002962,DRV00075,VEH0032,2023-09-25,,Rescheduled,1,1.22,42
DLV00002076,DLVORD00002915,DRV00055,VEH0038,2024-10-15,,Pending,1,13.39,67
DLV00002077,DLVORD00001633,DRV00005,VEH0008,2023-04-04,2023-04-04,Delivered,1,15.5,37
DLV00002078,DLVORD00002095,DRV00044,VEH0033,2024-03-06,2024-03-18,Delivered,1,2.88,37
DLV00002079,DLVORD00002866,DRV00026,VEH0010,2024-07-22,2024-07-22,Delivered,1,2.66,22
DLV00002080,DLVORD00002631,DRV00020,VEH0008,2023-10-29,2023-11-02,Delivered,1,2.04,54
DLV00002081,DLVORD00000923,DRV00007,VEH0014,2024-08-18,2024-08-18,Delivered,1,5.42,23
DLV00002082,DLVORD00000255,DRV00047,VEH0015,2024-11-26,2024-11-26,Delivered,1,8.52,54
DLV00002083,DLVORD00002379,DRV00065,VEH0013,2024-05-09,2024-05-09,Delivered,1,24.64,78
DLV00002084,DLVORD00002928,DRV00021,VEH0043,2023-02-15,2023-02-16,Delivered,1,4.63,16
DLV00002085,DLVORD00001241,DRV00043,VEH0023,2022-12-17,2022-12-17,Delivered,1,15.36,6
DLV00002086,DLVORD00001114,DRV00030,VEH0023,2023-08-04,2023-08-12,Delivered,1,4.21,11
DLV00002087,DLVORD00001354,DRV00040,VEH0046,2022-04-06,2022-04-06,Delivered,1,14.94,78
DLV00002088,DLVORD00001989,DRV00013,VEH0031,2023-08-16,2023-08-16,Delivered,1,4.62,7
DLV00002089,DLVORD00002539,DRV00067,VEH0013,2022-11-14,2022-11-15,Delivered,1,13.95,80
DLV00002090,DLVORD00001459,DRV00065,VEH0015,2023-05-22,2023-05-27,Delivered,1,13.73,16
DLV00002091,DLVORD00001567,DRV00075,VEH0008,2024-12-10,,Rescheduled,1,27.28,79
DLV00002092,DLVORD00001825,DRV00022,VEH0030,2023-12-08,2023-12-13,Delivered,1,9.8,42
DLV00002093,DLVORD00000948,DRV00028,VEH0039,2023-01-30,2023-02-01,Delivered,1,24.55,83
DLV00002094,DLVORD00000672,DRV00033,VEH0047,2024-06-27,2024-06-28,Delivered,1,1.43,87
DLV00002095,DLVORD00002070,DRV00080,VEH0021,2023-10-06,,Rescheduled,1,5.89,6
DLV00002096,DLVORD00002506,DRV00061,VEH0030,2023-04-12,2023-04-13,Delivered,1,3.28,66
DLV00002097,DLVORD00000775,DRV00053,VEH0021,2023-08-06,2023-08-10,Delivered,1,26.63,12
DLV00002098,DLVORD00002000,DRV00003,VEH0012,2023-09-28,2023-09-28,Delivered,1,4.86,86
DLV00002099,DLVORD00000165,DRV00073,VEH0045,2022-12-24,2022-12-24,Delivered,1,1.96,89
DLV00002100,DLVORD00000128,DRV00014,VEH0018,2022-05-11,2022-05-16,Delivered,1,19.58,69
DLV00002101,DLVORD00000067,DRV00019,VEH0031,2023-04-04,2023-04-04,Delivered,1,25.88,43
DLV00002102,DLVORD00000756,DRV00015,VEH0044,2024-05-04,,Pending,1,21.33,14
DLV00002103,DLVORD00001102,DRV00035,VEH0009,2024-04-30,,Rescheduled,1,22.32,29
DLV00002104,DLVORD00001921,DRV00029,VEH0045,2024-08-23,2024-08-23,Delivered,1,8.03,50
DLV00002105,DLVORD00002817,DRV00073,VEH0019,2023-07-26,,Rescheduled,1,14.21,88
DLV00002106,DLVORD00000852,DRV00022,VEH0004,2023-11-27,2023-12-02,Delivered,1,28.48,17
DLV00002107,DLVORD00000434,DRV00016,VEH0041,2023-08-27,,Pending,1,28.76,22
DLV00002108,DLVORD00002386,DRV00063,VEH0004,2024-06-24,2024-07-04,Delivered,1,2.36,16
DLV00002109,DLVORD00002333,DRV00061,VEH0027,2024-04-28,2024-05-01,Delivered,1,5.92,24
DLV00002110,DLVORD00002353,DRV00048,VEH0026,2023-03-30,2023-04-02,Delivered,3,18.55,30
DLV00002111,DLVORD00002517,DRV00074,VEH0028,2024-06-12,,Failed,1,2.99,56
DLV00002112,DLVORD00000269,DRV00037,VEH0040,2023-10-20,2023-10-20,Delivered,2,27.99,32
DLV00002113,DLVORD00001175,DRV00037,VEH0007,2022-12-18,2022-12-19,Delivered,1,21.04,50
DLV00002114,DLVORD00001855,DRV00038,VEH0004,2024-03-29,2024-03-31,Delivered,1,11.33,76
DLV00002115,DLVORD00001156,DRV00025,VEH0026,2023-09-28,2023-10-04,Delivered,1,29.67,79
DLV00002116,DLVORD00001522,DRV00043,VEH0037,2023-02-09,2023-02-09,Delivered,1,22.16,45
DLV00002117,DLVORD00001549,DRV00049,VEH0008,2024-08-08,2024-08-10,Delivered,1,25.97,74
DLV00002118,DLVORD00000547,DRV00025,VEH0006,2022-10-12,2022-10-12,Delivered,1,28.92,44
DLV00002119,DLVORD00002569,DRV00050,VEH0042,2022-11-20,2022-11-24,Delivered,1,14.75,41
DLV00002120,DLVORD00002779,DRV00012,VEH0027,2023-09-24,,Rescheduled,1,27.01,63
DLV00002121,DLVORD00001585,DRV00027,VEH0044,2022-12-02,2022-12-03,Delivered,1,15.49,45
DLV00002122,DLVORD00001816,DRV00042,VEH0026,2023-01-03,,Rescheduled,1,14.1,53
DLV00002123,DLVORD00001331,DRV00056,VEH0008,2022-11-11,2022-11-13,Delivered,1,11.99,85
DLV00002124,DLVORD00000384,DRV00052,VEH0027,2024-01-16,2024-01-16,Delivered,1,1.05,28
