order_id,customer_id,order_date,delivery_zone_id,package_weight_kg,service_type,priority,total_value
DLVORD00001424,DLVCUST0000275,2022-09-13,ZONE0017,24.91,Economy,Urgent,3654.14
DLVORD00001425,DLVCUST0000053,2023-06-21,ZONE0013,43.64,Express,Urgent,465.51
DLVORD00001426,DLVCUST0000274,2022-05-25,ZONE0017,44.76,Economy,Urgent,3288.22
DLVORD00001427,DLVCUST0000391,2023-09-14,ZONE0010,33.22,Standard,Urgent,1890.32
DLVORD00001428,DLVCUST0000032,2023-12-09,ZONE0018,39.39,Same Day,Urgent,2530.17
DLVORD00001429,DLVCUST0000201,2022-01-26,ZONE0010,44.68,Same Day,High,4521.35
DLVORD00001430,DLVCUST0000273,2024-02-13,ZONE0006,24.15,Next Day,Urgent,2451.49
DLVORD00001431,DLVCUST0000282,2024-04-17,ZONE0004,39.66,Economy,High,1507.6
DLVORD00001432,DLVCUST0000099,2022-12-30,ZONE0002,28.51,Express,Normal,637.73
DLVORD00001433,DLVCUST0000138,2023-06-02,ZONE0005,15.25,Same Day,High,949.44
DLVORD00001434,DLVCUST0000378,2024-01-15,ZONE0019,14.06,Standard,High,4532.39
DLVORD00001435,DLVCUST0000023,2024-06-22,ZONE0004,28.65,Standard,High,2716.61
DLVORD00001436,DLVCUST0000367,2024-07-28,ZONE0003,32.59,Next Day,High,1922.42
DLVORD00001437,DLVCUST0000384,2023-06-14,ZONE0018,24.25,Next Day,Normal,1683.01
DLVORD00001438,DLVCUST0000215,2024-07-12,ZONE0002,26.41,Next Day,High,1230.1
DLVORD00001439,DLVCUST0000171,2024-12-11,ZONE0015,44.02,Same Day,High,926.85
DLVORD00001440,DLVCUST0000052,2024-03-02,ZONE0013,32.58,Same Day,High,1033.62
DLVORD00001441,DLVCUST0000002,2024-09-10,ZONE0016,17.21,Express,Urgent,4722.32
DLVORD00001442,DLVCUST0000133,2024-07-03,ZONE0012,18.44,Next Day,Urgent,3976.31
DLVORD00001443,DLVCUST0000275,2024-11-17,ZONE0017,34.76,Express,Urgent,2316.31
DLVORD00001444,DLVCUST0000125,2023-07-05,ZONE0012,35.19,Standard,Urgent,1851.76
DLVORD00001445,DLVCUST0000381,2024-12-04,ZONE0013,30.02,Express,Urgent,4631.25
DLVORD00001446,DLVCUST0000204,2024-10-10,ZONE0005,41.84,Standard,High,4609.71
DLVORD00001447,DLVCUST0000132,2024-02-28,ZONE0017,45.36,Same Day,Normal,2672.76
DLVORD00001448,DLVCUST0000274,2022-03-02,ZONE0017,11.35,Next Day,Urgent,2645.06
DLVORD00001449,DLVCUST0000156,2022-07-15,ZONE0002,31.56,Standard,Normal,2098.15
DLVORD00001450,DLVCUST0000142,2024-09-19,ZONE0002,45.49,Express,High,2479.86
DLVORD00001451,DLVCUST0000164,2024-05-04,ZONE0006,35.0,Next Day,Normal,229.31
DLVORD00001452,DLVCUST0000390,2024-05-11,ZONE0003,37.44,Same Day,Normal,2745.57
DLVORD00001453,DLVCUST0000050,2023-07-21,ZONE0013,43.86,Economy,Urgent,2581.19
DLVORD00001454,DLVCUST0000155,2024-09-05,ZONE0015,30.77,Next Day,High,3170.49
DLVORD00001455,DLVCUST0000123,2022-04-07,ZONE0011,24.23,Standard,High,2574.4
DLVORD00001456,DLVCUST0000177,2024-12-11,ZONE0005,40.45,Express,High,804.65
DLVORD00001457,DLVCUST0000039,2023-05-15,ZONE0012,40.82,Express,Normal,4038.0
DLVORD00001458,DLVCUST0000314,2023-02-21,ZONE0014,10.34,Economy,Normal,3812.1
DLVORD00001459,DLVCUST0000119,2023-05-21,ZONE0002,20.25,Standard,High,2686.17
DLVORD00001460,DLVCUST0000087,2022-08-07,ZONE0001,45.21,Economy,High,4587.78
DLVORD00001461,DLVCUST0000043,2023-02-28,ZONE0012,24.72,Express,High,3679.73
DLVORD00001462,DLVCUST0000054,2022-10-04,ZONE0014,19.86,Standard,Urgent,4904.0
DLVORD00001463,DLVCUST0000376,2023-10-13,ZONE0017,20.07,Express,Urgent,3931.19
DLVORD00001464,DLVCUST0000379,2024-02-28,ZONE0018,25.6,Next Day,High,2408.75
DLVORD00001465,DLVCUST0000144,2023-12-24,ZONE0001,31.02,Standard,Urgent,3789.43
DLVORD00001466,DLVCUST0000193,2023-09-27,ZONE0016,33.22,Same Day,High,3735.69
DLVORD00001467,DLVCUST0000106,2023-12-04,ZONE0019,41.87,Express,High,4207.54
DLVORD00001468,DLVCUST0000305,2022-03-21,ZONE0013,8.3,Same Day,Normal,993.26
DLVORD00001469,DLVCUST0000327,2023-10-07,ZONE0004,11.49,Express,Urgent,1634.92
DLVORD00001470,DLVCUST0000282,2024-02-18,ZONE0004,30.35,Same Day,High,4337.6
DLVORD00001471,DLVCUST0000320,2022-08-18,ZONE0007,34.57,Next Day,High,4102.32
DLVORD00001472,DLVCUST0000222,2023-10-29,ZONE0016,30.05,Next Day,Normal,31.83
DLVORD00001473,DLVCUST0000146,2023-09-23,ZONE0018,44.8,Standard,High,3395.85
DLVORD00001474,DLVCUST0000078,2022-05-24,ZONE0005,18.45,Next Day,Normal,4041.26
DLVORD00001475,DLVCUST0000151,2022-12-30,ZONE0020,15.21,Next Day,High,4133.49
DLVORD00001476,DLVCUST0000224,2024-05-21,ZONE0016,48.06,Standard,Urgent,3222.16
DLVORD00001477,DLVCUST0000315,2024-09-02,ZONE0011,26.35,Standard,Normal,2225.35
DLVORD00001478,DLVCUST0000340,2023-02-28,ZONE0004,6.33,Standard,High,1558.77
DLVORD00001479,DLVCUST0000310,2024-02-15,ZONE0016,34.75,Express,Urgent,1056.11
DLVORD00001480,DLVCUST0000104,2024-01-13,ZONE0001,3.28,Same Day,High,930.83
DLVORD00001481,DLVCUST0000225,2024-09-12,ZONE0011,34.78,Express,Normal,285.88
DLVORD00001482,DLVCUST0000154,2024-07-16,ZONE0014,31.79,Next Day,Normal,1631.74
DLVORD00001483,DLVCUST0000065,2022-10-29,ZONE0002,22.16,Next Day,High,3192.94
DLVORD00001484,DLVCUST0000237,2022-05-26,ZONE0001,36.43,Economy,High,4314.34
DLVORD00001485,DLVCUST0000185,2024-10-24,ZONE0007,28.0,Next Day,Normal,4899.55
DLVORD00001486,DLVCUST0000377,2024-08-24,ZONE0001,42.43,Economy,Normal,1279.51
DLVORD00001487,DLVCUST0000147,2024-12-09,ZONE0016,6.02,Express,Normal,4909.4
DLVORD00001488,DLVCUST0000194,2022-08-19,ZONE0001,8.64,Next Day,Normal,1159.59
DLVORD00001489,DLVCUST0000390,2022-12-06,ZONE0003,16.39,Next Day,High,3802.76
DLVORD00001490,DLVCUST0000013,2024-02-22,ZONE0008,29.1,Express,Urgent,2556.8
DLVORD00001491,DLVCUST0000375,2024-02-25,ZONE0007,14.8,Express,High,72.96
DLVORD00001492,DLVCUST0000276,2022-10-26,ZONE0003,23.14,Same Day,High,3103.69
DLVORD00001493,DLVCUST0000209,2022-10-16,ZONE0013,14.55,Standard,Normal,4335.29
DLVORD00001494,DLVCUST0000310,2024-07-19,ZONE0016,12.69,Next Day,Normal,1920.73
DLVORD00001495,DLVCUST0000010,2023-12-25,ZONE0005,5.19,Next Day,High,4556.88
DLVORD00001496,DLVCUST0000369,2024-03-10,ZONE0004,1.95,Next Day,Urgent,4593.17
DLVORD00001497,DLVCUST0000205,2023-07-25,ZONE0013,21.11,Next Day,Urgent,1833.69
DLVORD00001498,DLVCUST0000181,2022-07-26,ZONE0005,34.13,Same Day,Normal,1117.18
DLVORD00001499,DLVCUST0000039,2023-11-02,ZONE0012,18.18,Standard,Urgent,2958.24
DLVORD00001500,DLVCUST0000138,2024-09-16,ZONE0005,14.3,Same Day,Urgent,3282.53
DLVORD00001501,DLVCUST0000075,2023-02-17,ZONE0004,26.65,Economy,Urgent,1979.05
DLVORD00001502,DLVCUST0000154,2023-11-01,ZONE0014,47.69,Economy,High,4656.6
DLVORD00001503,DLVCUST0000173,2024-07-16,ZONE0020,13.85,Economy,High,4160.51
DLVORD00001504,DLVCUST0000130,2023-03-31,ZONE0008,9.23,Express,High,2032.23
DLVORD00001505,DLVCUST0000116,2023-01-22,ZONE0005,49.65,Standard,Normal,2289.22
DLVORD00001506,DLVCUST0000043,2023-03-16,ZONE0012,16.9,Next Day,Urgent,3879.09
DLVORD00001507,DLVCUST0000179,2023-12-22,ZONE0002,33.62,Same Day,High,1150.36
DLVORD00001508,DLVCUST0000211,2022-01-22,ZONE0014,0.51,Next Day,High,2485.98
DLVORD00001509,DLVCUST0000216,2023-04-07,ZONE0002,0.92,Economy,Normal,2615.31
DLVORD00001510,DLVCUST0000344,2023-03-29,ZONE0002,13.75,Express,Normal,2498.95
DLVORD00001511,DLVCUST0000335,2022-05-03,ZONE0017,41.33,Standard,Normal,4748.9
DLVORD00001512,DLVCUST0000128,2024-11-24,ZONE0019,5.11,Next Day,High,207.46
DLVORD00001513,DLVCUST0000371,2024-05-12,ZONE0005,25.21,Economy,Urgent,4722.63
DLVORD00001514,DLVCUST0000163,2024-02-08,ZONE0001,21.51,Standard,High,3788.56
DLVORD00001515,DLVCUST0000205,2023-01-28,ZONE0013,41.83,Standard,Urgent,1557.27
DLVORD00001516,DLVCUST0000194,2024-07-02,ZONE0001,34.75,Same Day,Urgent,1336.36
DLVORD00001517,DLVCUST0000329,2022-09-16,ZONE0001,22.56,Next Day,High,955.98
DLVORD00001518,DLVCUST0000060,2023-11-04,ZONE0003,40.02,Same Day,Urgent,4311.62
DLVORD00001519,DLVCUST0000145,2023-07-14,ZONE0016,28.03,Standard,High,786.64
DLVORD00001520,DLVCUST0000095,2024-08-03,ZONE0014,40.65,Standard,Normal,883.88
DLVORD00001521,DLVCUST0000352,2022-02-11,ZONE0005,46.05,Express,High,1889.3
DLVORD00001522,DLVCUST0000219,2023-02-07,ZONE0018,44.57,Express,Urgent,4185.83
DLVORD00001523,DLVCUST0000334,2022-04-03,ZONE0010,6.0,Economy,High,312.56
DLVORD00001524,DLVCUST0000229,2023-10-26,ZONE0018,11.03,Standard,Urgent,2507.51
DLVORD00001525,DLVCUST0000308,2023-04-06,ZONE0008,29.04,Next Day,Normal,3159.75
DLVORD00001526,DLVCUST0000352,2023-11-07,ZONE0005,47.5,Next Day,High,3934.86
DLVORD00001527,DLVCUST0000124,2024-12-28,ZONE0017,48.07,Next Day,High,1693.71
DLVORD00001528,DLVCUST0000363,2022-03-28,ZONE0018,21.96,Next Day,Normal,4915.26
DLVORD00001529,DLVCUST0000292,2023-10-24,ZONE0016,39.38,Same Day,Normal,1266.09
DLVORD00001530,DLVCUST0000118,2023-12-20,ZONE0006,13.35,Next Day,High,2899.74
DLVORD00001531,DLVCUST0000123,2022-06-01,ZONE0011,24.69,Express,Urgent,4294.94
DLVORD00001532,DLVCUST0000021,2024-09-03,ZONE0019,41.69,Express,Urgent,4799.22
DLVORD00001533,DLVCUST0000361,2023-03-08,ZONE0016,12.89,Standard,High,3441.49
DLVORD00001534,DLVCUST0000069,2024-03-31,ZONE0018,26.62,Economy,Normal,4199.66
DLVORD00001535,DLVCUST0000194,2023-06-20,ZONE0001,13.1,Express,Urgent,3464.84
DLVORD00001536,DLVCUST0000191,2022-08-22,ZONE0011,37.64,Same Day,High,1328.5
DLVORD00001537,DLVCUST0000207,2023-01-08,ZONE0013,13.88,Next Day,Normal,1660.69
DLVORD00001538,DLVCUST0000327,2024-03-07,ZONE0004,13.45,Express,High,1292.07
DLVORD00001539,DLVCUST0000188,2024-06-12,ZONE0014,35.45,Express,High,2747.53
DLVORD00001540,DLVCUST0000364,2024-03-02,ZONE0008,36.43,Next Day,Normal,2201.57
DLVORD00001541,DLVCUST0000341,2023-05-18,ZONE0019,24.74,Economy,High,601.58
DLVORD00001542,DLVCUST0000177,2024-04-14,ZONE0005,15.44,Standard,Urgent,1022.2
DLVORD00001543,DLVCUST0000198,2024-10-08,ZONE0004,24.63,Standard,Normal,208.92
DLVORD00001544,DLVCUST0000090,2022-02-28,ZONE0012,37.55,Standard,Normal,1317.96
DLVORD00001545,DLVCUST0000016,2023-07-19,ZONE0001,13.04,Express,High,4751.04
DLVORD00001546,DLVCUST0000195,2023-01-27,ZONE0010,17.43,Economy,Normal,3321.95
DLVORD00001547,DLVCUST0000334,2023-05-28,ZONE0010,17.64,Next Day,High,3767.28
DLVORD00001548,DLVCUST0000266,2023-09-02,ZONE0007,29.73,Standard,Normal,2919.33
DLVORD00001549,DLVCUST0000266,2024-08-06,ZONE0007,26.79,Standard,Urgent,4575.32
DLVORD00001550,DLVCUST0000090,2023-03-06,ZONE0012,27.89,Standard,Normal,2428.15
DLVORD00001551,DLVCUST0000030,2022-12-29,ZONE0018,27.92,Next Day,High,678.3
DLVORD00001552,DLVCUST0000147,2024-03-07,ZONE0016,10.59,Same Day,High,2379.91
DLVORD00001553,DLVCUST0000071,2024-08-16,ZONE0001,18.35,Economy,Urgent,1674.66
DLVORD00001554,DLVCUST0000281,2022-09-15,ZONE0010,12.75,Standard,Urgent,4630.2
DLVORD00001555,DLVCUST0000074,2023-09-10,ZONE0001,45.38,Same Day,Normal,934.34
DLVORD00001556,DLVCUST0000077,2022-06-06,ZONE0010,9.33,Same Day,Urgent,3486.33
DLVORD00001557,DLVCUST0000049,2024-08-15,ZONE0008,45.62,Express,High,3062.32
DLVORD00001558,DLVCUST0000392,2024-10-05,ZONE0014,31.95,Same Day,Urgent,2667.08
DLVORD00001559,DLVCUST0000158,2024-08-29,ZONE0009,14.67,Next Day,High,4878.24
DLVORD00001560,DLVCUST0000353,2022-12-16,ZONE0005,12.76,Express,Urgent,2346.82
DLVORD00001561,DLVCUST0000075,2024-02-13,ZONE0004,2.43,Standard,Normal,4528.04
DLVORD00001562,DLVCUST0000276,2023-02-21,ZONE0003,29.79,Standard,Normal,1583.74
DLVORD00001563,DLVCUST0000360,2024-04-05,ZONE0006,41.17,Economy,Normal,4811.4
DLVORD00001564,DLVCUST0000209,2024-06-24,ZONE0013,44.13,Same Day,Urgent,2799.79
DLVORD00001565,DLVCUST0000019,2024-06-09,ZONE0008,25.59,Next Day,Normal,3005.82
DLVORD00001566,DLVCUST0000362,2024-03-25,ZONE0009,27.62,Standard,Normal,1236.85
DLVORD00001567,DLVCUST0000147,2024-12-08,ZONE0016,26.12,Economy,High,636.25
DLVORD00001568,DLVCUST0000125,2022-12-22,ZONE0012,45.52,Standard,High,3441.78
DLVORD00001569,DLVCUST0000015,2024-09-10,ZONE0010,31.88,Standard,Normal,3016.05
DLVORD00001570,DLVCUST0000129,2024-02-08,ZONE0013,20.23,Next Day,High,319.95
DLVORD00001571,DLVCUST0000104,2024-10-15,ZONE0001,28.56,Same Day,High,4583.12
DLVORD00001572,DLVCUST0000264,2022-05-01,ZONE0005,12.81,Standard,High,1184.77
DLVORD00001573,DLVCUST0000249,2022-06-09,ZONE0016,31.57,Standard,High,2212.12
DLVORD00001574,DLVCUST0000301,2024-10-11,ZONE0006,25.07,Economy,Urgent,1947.95
DLVORD00001575,DLVCUST0000387,2022-10-27,ZONE0018,6.51,Same Day,Normal,91.47
DLVORD00001576,DLVCUST0000231,2022-12-20,ZONE0016,33.99,Standard,High,1362.89
DLVORD00001577,DLVCUST0000280,2024-01-18,ZONE0018,20.92,Economy,Urgent,941.26
DLVORD00001578,DLVCUST0000373,2023-09-09,ZONE0009,34.8,Economy,High,841.03
DLVORD00001579,DLVCUST0000304,2022-11-17,ZONE0014,35.43,Express,Urgent,4545.48
DLVORD00001580,DLVCUST0000159,2022-08-24,ZONE0018,31.15,Standard,Normal,4448.5
DLVORD00001581,DLVCUST0000278,2023-08-07,ZONE0010,2.56,Standard,Normal,889.91
DLVORD00001582,DLVCUST0000255,2024-04-26,ZONE0016,22.84,Standard,Normal,2007.9
DLVORD00001583,DLVCUST0000217,2024-04-19,ZONE0003,5.76,Express,High,1334.05
DLVORD00001584,DLVCUST0000318,2023-06-10,ZONE0017,4.67,Standard,High,4307.61
DLVORD00001585,DLVCUST0000192,2022-12-02,ZONE0002,33.91,Next Day,Urgent,2793.34
DLVORD00001586,DLVCUST0000048,2023-01-15,ZONE0011,1.91,Next Day,High,1068.41
DLVORD00001587,DLVCUST0000172,2023-03-22,ZONE0020,47.2,Same Day,High,715.15
DLVORD00001588,DLVCUST0000050,2023-12-08,ZONE0013,30.95,Standard,Urgent,2984.75
DLVORD00001589,DLVCUST0000039,2024-09-03,ZONE0012,4.31,Express,Normal,3209.7
DLVORD00001590,DLVCUST0000340,2023-02-22,ZONE0004,35.88,Same Day,Urgent,1065.6
DLVORD00001591,DLVCUST0000050,2024-07-31,ZONE0013,32.9,Standard,Normal,4934.52
DLVORD00001592,DLVCUST0000032,2023-07-31,ZONE0018,13.77,Express,High,2097.12
DLVORD00001593,DLVCUST0000125,2024-08-17,ZONE0012,38.98,Standard,High,338.44
DLVORD00001594,DLVCUST0000229,2024-07-02,ZONE0018,5.14,Next Day,Urgent,897.07
DLVORD00001595,DLVCUST0000052,2022-10-25,ZONE0013,9.98,Economy,High,2348.84
DLVORD00001596,DLVCUST0000257,2024-03-31,ZONE0014,37.63,Standard,Urgent,778.22
DLVORD00001597,DLVCUST0000382,2023-05-24,ZONE0006,32.85,Express,Urgent,3893.13
DLVORD00001598,DLVCUST0000270,2022-08-21,ZONE0013,23.84,Standard,Normal,275.74
DLVORD00001599,DLVCUST0000297,2023-03-31,ZONE0019,9.32,Next Day,High,533.15
DLVORD00001600,DLVCUST0000149,2022-12-18,ZONE0005,25.53,Next Day,Urgent,170.75
DLVORD00001601,DLVCUST0000036,2023-11-29,ZONE0005,10.91,Same Day,Urgent,4118.57
DLVORD00001602,DLVCUST0000348,2023-12-23,ZONE0008,11.95,Standard,Normal,1259.99
DLVORD00001603,DLVCUST0000353,2023-02-18,ZONE0005,33.26,Economy,Normal,3562.74
DLVORD00001604,DLVCUST0000392,2022-11-07,ZONE0014,48.6,Same Day,Urgent,4488.94
DLVORD00001605,DLVCUST0000399,2024-08-13,ZONE0011,17.57,Same Day,Urgent,4742.39
DLVORD00001606,DLVCUST0000076,2023-12-13,ZONE0004,18.92,Next Day,Normal,1363.16
DLVORD00001607,DLVCUST0000293,2024-06-13,ZONE0008,21.34,Economy,Normal,3329.37
DLVORD00001608,DLVCUST0000095,2023-03-24,ZONE0014,40.08,Next Day,Urgent,3680.28
DLVORD00001609,DLVCUST0000384,2023-04-15,ZONE0018,34.1,Same Day,Urgent,100.94
DLVORD00001610,DLVCUST0000120,2022-04-14,ZONE0001,1.56,Same Day,High,3192.45
DLVORD00001611,DLVCUST0000069,2024-04-23,ZONE0018,43.77,Same Day,Normal,4851.85
DLVORD00001612,DLVCUST0000077,2024-12-02,ZONE0010,11.39,Next Day,Urgent,2556.57
DLVORD00001613,DLVCUST0000350,2022-07-26,ZONE0009,23.97,Next Day,Normal,1229.58
DLVORD00001614,DLVCUST0000040,2024-04-14,ZONE0005,4.26,Express,Normal,697.19
DLVORD00001615,DLVCUST0000021,2023-08-18,ZONE0019,23.96,Economy,High,751.09
DLVORD00001616,DLVCUST0000274,2023-10-04,ZONE0017,21.78,Standard,Normal,1584.38
DLVORD00001617,DLVCUST0000261,2022-03-16,ZONE0005,6.25,Standard,Normal,1137.38
DLVORD00001618,DLVCUST0000269,2023-03-05,ZONE0015,42.9,Same Day,Normal,1906.46
DLVORD00001619,DLVCUST0000105,2023-12-17,ZONE0009,38.03,Standard,Normal,4669.36
DLVORD00001620,DLVCUST0000077,2022-03-27,ZONE0010,1.48,Same Day,High,4184.87
DLVORD00001621,DLVCUST0000188,2024-12-19,ZONE0014,7.3,Same Day,High,4016.1
DLVORD00001622,DLVCUST0000208,2024-08-05,ZONE0009,41.79,Standard,Normal,3326.1
DLVORD00001623,DLVCUST0000241,2024-02-06,ZONE0004,43.56,Next Day,Normal,3914.11
DLVORD00001624,DLVCUST0000391,2023-05-21,ZONE0010,27.01,Next Day,High,642.97
DLVORD00001625,DLVCUST0000313,2023-10-05,ZONE0009,40.69,Next Day,High,3613.68
DLVORD00001626,DLVCUST0000051,2023-09-15,ZONE0016,23.26,Express,Normal,825.11
DLVORD00001627,DLVCUST0000202,2024-04-08,ZONE0018,35.64,Standard,Normal,986.01
DLVORD00001628,DLVCUST0000221,2024-11-04,ZONE0020,0.82,Next Day,High,3475.99
DLVORD00001629,DLVCUST0000083,2024-04-19,ZONE0020,15.22,Next Day,Urgent,591.99
DLVORD00001630,DLVCUST0000328,2022-04-05,ZONE0019,0.9,Economy,Urgent,2081.4
DLVORD00001631,DLVCUST0000208,2023-11-27,ZONE0009,31.34,Economy,Urgent,4271.48
DLVORD00001632,DLVCUST0000180,2022-01-26,ZONE0006,32.67,Same Day,Normal,4521.56
DLVORD00001633,DLVCUST0000065,2023-04-02,ZONE0002,20.41,Next Day,High,3979.0
DLVORD00001634,DLVCUST0000382,2023-09-08,ZONE0006,25.7,Economy,Urgent,666.94
DLVORD00001635,DLVCUST0000264,2024-05-08,ZONE0005,32.45,Next Day,Normal,2829.51
DLVORD00001636,DLVCUST0000126,2023-10-14,ZONE0009,25.71,Next Day,High,3444.92
DLVORD00001637,DLVCUST0000148,2022-11-05,ZONE0014,41.26,Next Day,Urgent,1745.35
DLVORD00001638,DLVCUST0000165,2024-10-09,ZONE0014,35.63,Standard,High,1592.25
DLVORD00001639,DLVCUST0000204,2024-10-29,ZONE0005,16.14,Standard,Normal,122.91
DLVORD00001640,DLVCUST0000124,2022-08-02,ZONE0017,14.17,Standard,Urgent,2875.66
DLVORD00001641,DLVCUST0000049,2023-05-06,ZONE0008,0.38,Same Day,Urgent,305.21
DLVORD00001642,DLVCUST0000160,2024-12-04,ZONE0009,7.8,Express,Normal,3500.33
DLVORD00001643,DLVCUST0000079,2022-04-09,ZONE0012,3.72,Economy,Normal,1903.89
DLVORD00001644,DLVCUST0000325,2024-07-10,ZONE0013,5.19,Next Day,Urgent,113.78
DLVORD00001645,DLVCUST0000163,2023-08-15,ZONE0001,27.93,Express,High,3201.67
DLVORD00001646,DLVCUST0000231,2024-06-12,ZONE0016,13.91,Standard,Urgent,2379.85
DLVORD00001647,DLVCUST0000057,2023-11-03,ZONE0017,7.71,Economy,Normal,3164.07
DLVORD00001648,DLVCUST0000184,2023-11-16,ZONE0012,23.36,Next Day,High,355.15
DLVORD00001649,DLVCUST0000325,2023-10-23,ZONE0013,11.02,Next Day,Normal,3826.28
DLVORD00001650,DLVCUST0000192,2023-05-14,ZONE0002,29.33,Standard,High,1827.87
DLVORD00001651,DLVCUST0000249,2023-04-25,ZONE0016,6.99,Same Day,High,4088.84
DLVORD00001652,DLVCUST0000189,2024-10-03,ZONE0020,8.68,Same Day,High,1536.29
DLVORD00001653,DLVCUST0000102,2024-10-18,ZONE0020,19.54,Next Day,High,2153.23
DLVORD00001654,DLVCUST0000108,2023-06-23,ZONE0012,44.66,Economy,Normal,4911.78
DLVORD00001655,DLVCUST0000070,2023-04-26,ZONE0010,49.81,Express,High,126.05
DLVORD00001656,DLVCUST0000125,2022-08-15,ZONE0012,17.03,Economy,Normal,698.64
DLVORD00001657,DLVCUST0000210,2024-07-29,ZONE0009,11.51,Next Day,High,577.66
DLVORD00001658,DLVCUST0000316,2024-07-11,ZONE0016,30.79,Same Day,Urgent,2600.74
DLVORD00001659,DLVCUST0000311,2023-07-25,ZONE0006,35.55,Standard,Urgent,1059.15
DLVORD00001660,DLVCUST0000255,2024-11-22,ZONE0016,24.57,Standard,Normal,1912.08
DLVORD00001661,DLVCUST0000254,2022-01-30,ZONE0002,15.63,Economy,Normal,3808.5
DLVORD00001662,DLVCUST0000374,2023-08-21,ZONE0002,6.81,Economy,Normal,3676.39
DLVORD00001663,DLVCUST0000346,2024-03-27,ZONE0005,23.63,Economy,Urgent,4234.67
DLVORD00001664,DLVCUST0000236,2023-07-05,ZONE0016,34.65,Economy,Urgent,807.88
DLVORD00001665,DLVCUST0000399,2023-01-18,ZONE0011,42.51,Express,High,2855.64
DLVORD00001666,DLVCUST0000132,2023-11-12,ZONE0017,11.24,Economy,High,1333.06
DLVORD00001667,DLVCUST0000062,2023-12-26,ZONE0001,21.5,Standard,Normal,1784.05
DLVORD00001668,DLVCUST0000148,2023-12-11,ZONE0014,38.16,Express,High,611.06
DLVORD00001669,DLVCUST0000154,2023-12-19,ZONE0014,23.94,Economy,Urgent,2991.46
DLVORD00001670,DLVCUST0000129,2024-12-24,ZONE0013,26.52,Economy,High,1217.19
DLVORD00001671,DLVCUST0000110,2023-02-04,ZONE0014,0.32,Express,Urgent,1879.89
DLVORD00001672,DLVCUST0000060,2024-06-12,ZONE0003,26.87,Next Day,Urgent,4782.07
DLVORD00001673,DLVCUST0000295,2022-01-27,ZONE0004,29.74,Standard,Normal,876.74
DLVORD00001674,DLVCUST0000119,2023-06-11,ZONE0002,6.41,Economy,Normal,1126.3
DLVORD00001675,DLVCUST0000087,2024-01-26,ZONE0001,38.54,Express,High,4146.57
DLVORD00001676,DLVCUST0000109,2024-02-10,ZONE0019,9.88,Standard,Normal,1237.86
DLVORD00001677,DLVCUST0000302,2023-08-10,ZONE0003,13.69,Same Day,Urgent,671.0
DLVORD00001678,DLVCUST0000116,2024-07-07,ZONE0005,6.24,Same Day,Normal,2207.2
DLVORD00001679,DLVCUST0000237,2022-08-22,ZONE0001,44.41,Economy,High,4075.19
DLVORD00001680,DLVCUST0000315,2022-05-17,ZONE0011,33.25,Same Day,High,3022.31
DLVORD00001681,DLVCUST0000128,2024-04-24,ZONE0019,36.6,Same Day,Normal,4257.09
DLVORD00001682,DLVCUST0000367,2024-08-17,ZONE0003,17.0,Same Day,High,1753.64
DLVORD00001683,DLVCUST0000282,2023-10-29,ZONE0004,5.61,Next Day,Normal,1492.95
DLVORD00001684,DLVCUST0000116,2024-09-08,ZONE0005,3.1,Standard,High,716.12
DLVORD00001685,DLVCUST0000290,2024-03-20,ZONE0014,18.48,Express,Normal,530.31
DLVORD00001686,DLVCUST0000250,2023-11-19,ZONE0009,2.04,Next Day,High,2533.33
DLVORD00001687,DLVCUST0000176,2023-01-29,ZONE0019,17.39,Express,Normal,3106.9
DLVORD00001688,DLVCUST0000024,2024-05-24,ZONE0019,10.79,Standard,Normal,1235.93
DLVORD00001689,DLVCUST0000285,2022-01-20,ZONE0020,17.76,Economy,Normal,3651.77
DLVORD00001690,DLVCUST0000098,2023-10-09,ZONE0017,36.75,Economy,High,3714.33
DLVORD00001691,DLVCUST0000380,2022-05-21,ZONE0004,39.39,Economy,Normal,4152.0
DLVORD00001692,DLVCUST0000215,2023-10-06,ZONE0002,12.64,Same Day,Normal,3322.95
DLVORD00001693,DLVCUST0000131,2024-07-16,ZONE0005,39.58,Standard,Normal,546.24
DLVORD00001694,DLVCUST0000344,2022-01-24,ZONE0002,2.23,Express,Normal,3330.79
DLVORD00001695,DLVCUST0000073,2023-11-27,ZONE0006,29.9,Economy,Urgent,4033.64
DLVORD00001696,DLVCUST0000034,2023-10-27,ZONE0004,11.63,Next Day,High,4530.87
DLVORD00001697,DLVCUST0000233,2024-05-17,ZONE0010,21.88,Express,Normal,2254.24
DLVORD00001698,DLVCUST0000394,2023-10-24,ZONE0012,30.59,Express,High,2308.1
DLVORD00001699,DLVCUST0000074,2022-09-05,ZONE0001,8.26,Next Day,Normal,1074.46
DLVORD00001700,DLVCUST0000037,2022-11-19,ZONE0005,42.72,Same Day,High,4783.22
DLVORD00001701,DLVCUST0000376,2024-11-19,ZONE0017,49.08,Standard,Normal,4528.67
DLVORD00001702,DLVCUST0000028,2023-01-21,ZONE0004,5.28,Express,High,67.41
DLVORD00001703,DLVCUST0000101,2024-10-19,ZONE0019,45.66,Next Day,Urgent,1295.63
DLVORD00001704,DLVCUST0000146,2023-12-17,ZONE0018,11.55,Standard,Normal,1510.05
